id,terrestrial_date,sol,ls,month,min_temp,pressure,year_month,year_month_ls,terrestrial_days
1604,2017-05-02,1684,358,12,-75.0,837.0,2017-05-358,2017-05-358,1720
1154,2016-01-15,1224,95,4,-88.0,837.0,2016-01-95,2016-01-95,1247
1548,2017-03-06,1629,328,11,-74.0,837.0,2017-03-328,2017-03-328,1663
1602,2017-04-29,1681,356,12,-74.0,837.0,2017-04-356,2017-04-356,1717
1596,2017-04-24,1676,354,12,-76.0,837.0,2017-04-354,2017-04-354,1712
1550,2017-03-08,1631,329,11,-77.0,837.0,2017-03-329,2017-03-329,1665
1600,2017-05-01,1683,357,12,-75.0,837.0,2017-05-357,2017-05-357,1719
502,2014-03-03,559,96,4,-85.0,838.0,2014-03-96,2014-03-96,564
1607,2017-05-04,1686,359,12,-75.0,838.0,2017-05-359,2017-05-359,1722
7,2012-11-20,104,210,8,-67.0,838.0,2012-11-210,2012-11-210,96
1605,2017-05-03,1685,358,12,-77.0,838.0,2017-05-358,2017-05-358,1721
1608,2017-05-05,1687,359,12,-75.0,838.0,2017-05-359,2017-05-359,1723
716,2014-10-09,773,210,8,-70.0,838.0,2014-10-210,2014-10-210,784
1794,2017-11-15,1876,87,3,-79.0,838.0,2017-11-87,2017-11-87,1917
719,2014-10-10,774,211,8,-73.0,838.0,2014-10-211,2014-10-211,785
717,2014-10-11,775,211,8,-71.0,838.0,2014-10-211,2014-10-211,786
1551,2017-03-07,1630,328,11,-77.0,838.0,2017-03-328,2017-03-328,1664
1547,2017-03-04,1627,327,11,-72.0,838.0,2017-03-327,2017-03-327,1661
500,2014-03-02,558,96,4,-85.0,839.0,2014-03-96,2014-03-96,563
1546,2017-03-02,1625,326,11,-71.0,839.0,2017-03-326,2017-03-326,1659
920,2015-05-17,987,343,12,-74.0,839.0,2015-05-343,2015-05-343,1004
923,2015-05-20,990,344,12,-76.0,839.0,2015-05-344,2015-05-344,1007
1549,2017-03-05,1628,327,11,-71.0,839.0,2017-03-327,2017-03-327,1662
1793,2017-11-14,1875,87,3,-79.0,839.0,2017-11-87,2017-11-87,1916
8,2012-11-21,105,211,8,-66.0,839.0,2012-11-211,2012-11-211,97
1603,2017-04-30,1682,357,12,-76.0,839.0,2017-04-357,2017-04-357,1718
1545,2017-03-03,1626,326,11,-71.0,839.0,2017-03-326,2017-03-326,1660
1155,2016-01-14,1223,94,4,-88.0,839.0,2016-01-94,2016-01-94,1246
922,2015-05-18,988,343,12,-75.0,840.0,2015-05-343,2015-05-343,1005
1606,2017-05-06,1688,0,1,-76.0,840.0,2017-05-0,2017-05-0,1724
916,2015-05-13,983,340,12,-76.0,840.0,2015-05-340,2015-05-340,1000
1544,2017-02-28,1623,324,11,-71.0,840.0,2017-02-324,2017-02-324,1657
911,2015-05-10,980,339,12,-73.0,840.0,2015-05-339,2015-05-339,997
917,2015-05-12,982,340,12,-74.0,840.0,2015-05-340,2015-05-340,999
919,2015-05-16,986,342,12,-74.0,840.0,2015-05-342,2015-05-342,1003
918,2015-05-15,985,342,12,-78.0,840.0,2015-05-342,2015-05-342,1002
498,2014-03-01,557,96,4,-85.0,840.0,2014-03-96,2014-03-96,562
926,2015-05-21,991,345,12,-73.0,840.0,2015-05-345,2015-05-345,1008
915,2015-05-14,984,341,12,-74.0,840.0,2015-05-341,2015-05-341,1001
927,2015-05-23,993,346,12,-73.0,840.0,2015-05-346,2015-05-346,1010
1610,2017-05-07,1689,0,1,-75.0,840.0,2017-05-0,2017-05-0,1725
1609,2017-05-08,1690,1,1,-76.0,840.0,2017-05-1,2017-05-1,1726
1612,2017-05-11,1693,2,1,-76.0,840.0,2017-05-2,2017-05-2,1729
1153,2016-01-13,1222,94,4,-87.0,840.0,2016-01-94,2016-01-94,1245
1611,2017-05-13,1695,3,1,-77.0,840.0,2017-05-3,2017-05-3,1731
1792,2017-11-13,1874,86,3,-80.0,840.0,2017-11-86,2017-11-86,1915
1537,2017-02-22,1617,321,11,-72.0,840.0,2017-02-321,2017-02-321,1651
1613,2017-05-12,1694,3,1,-76.0,840.0,2017-05-3,2017-05-3,1730
1538,2017-02-24,1619,322,11,-73.0,841.0,2017-02-322,2017-02-322,1653
932,2015-05-30,1000,350,12,-74.0,841.0,2015-05-350,2015-05-350,1017
720,2014-10-13,777,213,8,-72.0,841.0,2014-10-213,2014-10-213,788
718,2014-10-12,776,212,8,-72.0,841.0,2014-10-212,2014-10-212,787
914,2015-05-11,981,339,12,-73.0,841.0,2015-05-339,2015-05-339,998
1152,2016-01-12,1221,93,4,-87.0,841.0,2016-01-93,2016-01-93,1244
1542,2017-02-27,1622,324,11,-71.0,841.0,2017-02-324,2017-02-324,1656
1369,2016-09-01,1448,214,8,-69.0,841.0,2016-09-214,2016-09-214,1477
921,2015-05-19,989,344,12,-74.0,841.0,2015-05-344,2015-05-344,1006
912,2015-05-09,979,338,12,-79.0,841.0,2015-05-338,2015-05-338,996
910,2015-05-06,977,337,12,-75.0,841.0,2015-05-337,2015-05-337,993
1616,2017-05-15,1697,4,1,-77.0,841.0,2017-05-4,2017-05-4,1733
1620,2017-05-19,1701,6,1,-76.0,841.0,2017-05-6,2017-05-6,1737
1615,2017-05-14,1696,4,1,-75.0,841.0,2017-05-4,2017-05-4,1732
1366,2016-08-30,1446,213,8,-70.0,841.0,2016-08-213,2016-08-213,1475
1368,2016-09-02,1449,215,8,-71.0,841.0,2016-09-215,2016-09-215,1478
1367,2016-08-31,1447,214,8,-74.0,841.0,2016-08-214,2016-08-214,1476
9,2012-11-23,106,211,8,-66.0,841.0,2012-11-211,2012-11-211,99
1621,2017-05-20,1702,7,1,-75.0,842.0,2017-05-7,2017-05-7,1738
1790,2017-11-12,1873,86,3,-79.0,842.0,2017-11-86,2017-11-86,1914
1619,2017-05-18,1700,6,1,-76.0,842.0,2017-05-6,2017-05-6,1736
1618,2017-05-16,1698,5,1,-77.0,842.0,2017-05-5,2017-05-5,1734
501,2014-02-28,556,95,4,-85.0,842.0,2014-02-95,2014-02-95,561
907,2015-05-03,974,336,12,-73.0,842.0,2015-05-336,2015-05-336,990
1536,2017-02-20,1615,320,11,-73.0,842.0,2017-02-320,2017-02-320,1649
1151,2016-01-11,1220,93,4,-87.0,842.0,2016-01-93,2016-01-93,1243
924,2015-05-22,992,345,12,-73.0,842.0,2015-05-345,2015-05-345,1009
913,2015-05-07,978,338,12,-73.0,842.0,2015-05-338,2015-05-338,994
1370,2016-09-03,1450,215,8,-69.0,842.0,2016-09-215,2016-09-215,1479
1371,2016-09-04,1451,216,8,-71.0,842.0,2016-09-216,2016-09-216,1480
935,2015-06-03,1004,352,12,-74.0,842.0,2015-06-352,2015-06-352,1021
1541,2017-02-26,1621,323,11,-73.0,842.0,2017-02-323,2017-02-323,1655
931,2015-05-28,998,349,12,-73.0,842.0,2015-05-349,2015-05-349,1015
928,2015-05-26,996,348,12,-72.0,842.0,2015-05-348,2015-05-348,1013
929,2015-05-25,995,347,12,-74.0,842.0,2015-05-347,2015-05-347,1012
925,2015-05-24,994,346,12,-79.0,842.0,2015-05-346,2015-05-346,1011
909,2015-05-05,976,337,12,-75.0,842.0,2015-05-337,2015-05-337,992
908,2015-05-04,975,336,12,-73.0,843.0,2015-05-336,2015-05-336,991
499,2014-02-27,555,95,4,-85.0,843.0,2014-02-95,2014-02-95,560
497,2014-02-26,554,94,4,-84.0,843.0,2014-02-94,2014-02-94,559
1622,2017-05-21,1703,7,1,-76.0,843.0,2017-05-7,2017-05-7,1739
930,2015-05-27,997,348,12,-74.0,843.0,2015-05-348,2015-05-348,1014
1617,2017-05-17,1699,5,1,-76.0,843.0,2017-05-5,2017-05-5,1735
933,2015-05-31,1001,350,12,-79.0,843.0,2015-05-350,2015-05-350,1018
1791,2017-11-11,1872,86,3,-79.0,843.0,2017-11-86,2017-11-86,1913
934,2015-06-02,1003,351,12,-74.0,843.0,2015-06-351,2015-06-351,1020
939,2015-06-04,1005,352,12,-75.0,843.0,2015-06-352,2015-06-352,1022
941,2015-06-05,1006,353,12,-78.0,844.0,2015-06-353,2015-06-353,1023
905,2015-05-02,973,335,12,-72.0,844.0,2015-05-335,2015-05-335,989
1150,2016-01-10,1219,93,4,-87.0,844.0,2016-01-93,2016-01-93,1242
1789,2017-11-10,1871,85,3,-80.0,844.0,2017-11-85,2017-11-85,1912
1539,2017-02-25,1620,323,11,-70.0,844.0,2017-02-323,2017-02-323,1654
902,2015-04-28,969,333,12,-72.0,844.0,2015-04-333,2015-04-333,985
12,2012-11-26,109,213,8,-64.0,844.0,2012-11-213,2012-11-213,102
10,2012-11-24,107,212,8,-66.0,844.0,2012-11-212,2012-11-212,100
940,2015-06-07,1008,354,12,-79.0,844.0,2015-06-354,2015-06-354,1025
936,2015-06-01,1002,351,12,-77.0,844.0,2015-06-351,2015-06-351,1019
1625,2017-05-22,1704,8,1,-77.0,844.0,2017-05-8,2017-05-8,1740
899,2015-04-26,967,332,12,-74.0,844.0,2015-04-332,2015-04-332,983
894,2015-04-21,962,329,11,-73.0,845.0,2015-04-329,2015-04-329,978
1623,2017-05-23,1705,8,1,-76.0,845.0,2017-05-8,2017-05-8,1741
937,2015-06-06,1007,353,12,-79.0,845.0,2015-06-353,2015-06-353,1024
1624,2017-05-24,1706,9,1,-77.0,845.0,2017-05-9,2017-05-9,1742
1540,2017-02-23,1618,322,11,-71.0,845.0,2017-02-322,2017-02-322,1652
722,2014-10-15,779,214,8,-71.0,845.0,2014-10-214,2014-10-214,790
1788,2017-11-09,1870,85,3,-81.0,845.0,2017-11-85,2017-11-85,1911
285,2013-06-22,312,339,12,-71.0,845.0,2013-06-339,2013-06-339,310
1149,2016-01-09,1218,92,4,-86.0,845.0,2016-01-92,2016-01-92,1241
946,2015-06-08,1009,354,12,-75.0,845.0,2015-06-354,2015-06-354,1026
11,2012-11-25,108,212,8,-65.0,845.0,2012-11-212,2012-11-212,101
1373,2016-09-06,1452,217,8,-74.0,845.0,2016-09-217,2016-09-217,1482
948,2015-06-10,1011,355,12,-78.0,845.0,2015-06-355,2015-06-355,1028
496,2014-02-25,553,94,4,-84.0,845.0,2014-02-94,2014-02-94,558
1627,2017-05-26,1707,9,1,-77.0,846.0,2017-05-9,2017-05-9,1744
1526,2017-02-10,1605,314,11,-73.0,846.0,2017-02-314,2017-02-314,1639
1534,2017-02-18,1613,319,11,-72.0,846.0,2017-02-319,2017-02-319,1647
277,2013-06-21,311,339,12,-74.0,846.0,2013-06-339,2013-06-339,309
1787,2017-11-08,1869,84,3,-81.0,846.0,2017-11-84,2017-11-84,1910
269,2013-06-30,320,344,12,-74.0,846.0,2013-06-344,2013-06-344,318
1528,2017-02-12,1607,315,11,-77.0,846.0,2017-02-315,2017-02-315,1641
1626,2017-05-27,1708,10,1,-76.0,846.0,2017-05-10,2017-05-10,1745
1148,2016-01-08,1217,92,4,-88.0,846.0,2016-01-92,2016-01-92,1240
950,2015-06-13,1014,357,12,-77.0,846.0,2015-06-357,2015-06-357,1031
953,2015-06-12,1013,356,12,-80.0,846.0,2015-06-356,2015-06-356,1030
949,2015-06-11,1012,356,12,-81.0,846.0,2015-06-356,2015-06-356,1029
893,2015-04-19,960,328,11,-76.0,846.0,2015-04-328,2015-04-328,976
947,2015-06-09,1010,355,12,-74.0,846.0,2015-06-355,2015-06-355,1027
891,2015-04-18,959,327,11,-78.0,846.0,2015-04-327,2015-04-327,975
721,2014-10-14,778,213,8,-70.0,846.0,2014-10-213,2014-10-213,789
887,2015-04-12,953,324,11,-71.0,847.0,2015-04-324,2015-04-324,969
951,2015-06-14,1015,357,12,-75.0,847.0,2015-06-357,2015-06-357,1032
1523,2017-02-08,1603,313,11,-76.0,847.0,2017-02-313,2017-02-313,1637
493,2014-02-24,552,93,4,-86.0,847.0,2014-02-93,2014-02-93,557
1529,2017-02-14,1609,316,11,-71.0,847.0,2017-02-316,2017-02-316,1643
293,2013-07-09,328,348,12,-75.0,847.0,2013-07-348,2013-07-348,327
298,2013-07-10,329,348,12,-74.0,847.0,2013-07-348,2013-07-348,328
886,2015-04-11,952,323,11,-69.0,847.0,2015-04-323,2015-04-323,968
1527,2017-02-13,1608,316,11,-72.0,847.0,2017-02-316,2017-02-316,1642
271,2013-06-29,319,343,12,-73.0,847.0,2013-06-343,2013-06-343,317
952,2015-06-16,1016,358,12,-76.0,847.0,2015-06-358,2015-06-358,1034
289,2013-07-01,321,344,12,-75.0,847.0,2013-07-344,2013-07-344,319
904,2015-05-01,972,334,12,-73.0,847.0,2015-05-334,2015-05-334,988
1628,2017-05-28,1709,10,1,-76.0,847.0,2017-05-10,2017-05-10,1746
275,2013-06-15,305,335,12,-71.0,847.0,2013-06-335,2013-06-335,303
294,2013-07-06,325,346,12,-74.0,847.0,2013-07-346,2013-07-346,324
897,2015-04-23,964,330,12,-72.0,847.0,2015-04-330,2015-04-330,980
290,2013-07-03,323,345,12,-74.0,847.0,2013-07-345,2013-07-345,321
898,2015-04-24,965,331,12,-75.0,847.0,2015-04-331,2015-04-331,981
1147,2016-01-07,1216,91,4,-86.0,847.0,2016-01-91,2016-01-91,1239
889,2015-04-13,954,324,11,-73.0,847.0,2015-04-324,2015-04-324,970
280,2013-06-16,306,336,12,-71.0,848.0,2013-06-336,2013-06-336,304
1631,2017-05-30,1711,11,1,-75.0,848.0,2017-05-11,2017-05-11,1748
295,2013-07-07,326,347,12,-72.0,848.0,2013-07-347,2013-07-347,325
1629,2017-05-29,1710,11,1,-76.0,848.0,2017-05-11,2017-05-11,1747
1786,2017-11-07,1868,84,3,-80.0,848.0,2017-11-84,2017-11-84,1909
296,2013-07-08,327,347,12,-74.0,848.0,2013-07-347,2013-07-347,326
1784,2017-11-06,1867,83,3,-78.0,848.0,2017-11-83,2017-11-83,1908
495,2014-02-23,551,93,4,-85.0,848.0,2014-02-93,2014-02-93,556
906,2015-04-30,971,334,12,-71.0,848.0,2015-04-334,2015-04-334,987
1535,2017-02-21,1616,320,11,-73.0,848.0,2017-02-320,2017-02-320,1650
284,2013-06-19,309,338,12,-72.0,848.0,2013-06-338,2013-06-338,307
901,2015-04-27,968,332,12,-71.0,848.0,2015-04-332,2015-04-332,984
272,2013-06-24,314,340,12,-73.0,848.0,2013-06-340,2013-06-340,312
297,2013-07-11,330,349,12,-75.0,848.0,2013-07-349,2013-07-349,329
281,2013-06-14,304,335,12,-70.0,848.0,2013-06-335,2013-06-335,302
303,2013-07-12,331,349,12,-74.0,848.0,2013-07-349,2013-07-349,330
1146,2016-01-06,1215,91,4,-85.0,848.0,2016-01-91,2016-01-91,1238
306,2013-07-19,338,353,12,-78.0,848.0,2013-07-353,2013-07-353,337
14,2012-11-27,110,214,8,-65.0,848.0,2012-11-214,2012-11-214,103
892,2015-04-17,958,327,11,-74.0,848.0,2015-04-327,2015-04-327,974
954,2015-06-19,1019,0,1,-81.0,849.0,2015-06-0,2015-06-0,1037
1630,2017-05-31,1712,12,1,-77.0,849.0,2017-05-12,2017-05-12,1749
283,2013-06-13,303,334,12,-71.0,849.0,2013-06-334,2013-06-334,301
278,2013-06-20,310,338,12,-71.0,849.0,2013-06-338,2013-06-338,308
267,2013-06-09,299,332,12,-71.0,849.0,2013-06-332,2013-06-332,297
265,2013-06-07,297,331,12,-72.0,849.0,2013-06-331,2013-06-331,295
1519,2017-02-03,1598,310,11,-70.0,849.0,2017-02-310,2017-02-310,1632
1633,2017-06-02,1714,13,1,-77.0,849.0,2017-06-13,2017-06-13,1751
308,2013-07-20,339,354,12,-76.0,849.0,2013-07-354,2013-07-354,338
291,2013-07-02,322,345,12,-74.0,849.0,2013-07-345,2013-07-345,320
725,2014-10-17,781,215,8,-74.0,849.0,2014-10-215,2014-10-215,792
274,2013-06-23,313,340,12,-77.0,849.0,2013-06-340,2013-06-340,311
268,2013-06-27,317,342,12,-72.0,849.0,2013-06-342,2013-06-342,315
895,2015-04-20,961,328,11,-71.0,849.0,2015-04-328,2015-04-328,977
299,2013-07-14,333,350,12,-75.0,849.0,2013-07-350,2013-07-350,332
888,2015-04-10,951,323,11,-75.0,849.0,2015-04-323,2015-04-323,967
300,2013-07-13,332,350,12,-76.0,849.0,2013-07-350,2013-07-350,331
270,2013-06-28,318,342,12,-74.0,849.0,2013-06-342,2013-06-342,316
15,2012-11-28,111,214,8,-66.0,849.0,2012-11-214,2012-11-214,104
903,2015-04-29,970,333,12,-71.0,849.0,2015-04-333,2015-04-333,986
1144,2016-01-05,1214,90,4,-85.0,849.0,2016-01-90,2016-01-90,1237
494,2014-02-22,550,92,4,-85.0,850.0,2014-02-92,2014-02-92,555
315,2013-07-29,348,358,12,-74.0,850.0,2013-07-358,2013-07-358,347
1372,2016-09-07,1453,217,8,-73.0,850.0,2016-09-217,2016-09-217,1483
261,2013-06-03,293,329,11,-72.0,850.0,2013-06-329,2013-06-329,291
292,2013-07-04,324,346,12,-75.0,850.0,2013-07-346,2013-07-346,322
885,2015-04-09,950,322,11,-73.0,850.0,2015-04-322,2015-04-322,966
311,2013-07-24,343,356,12,-77.0,850.0,2013-07-356,2013-07-356,342
287,2013-06-12,302,334,12,-71.0,850.0,2013-06-334,2013-06-334,300
879,2015-04-05,946,320,11,-77.0,850.0,2015-04-320,2015-04-320,962
273,2013-06-25,315,341,12,-74.0,850.0,2013-06-341,2013-06-341,313
264,2013-06-06,296,330,12,-71.0,850.0,2013-06-330,2013-06-330,294
1632,2017-06-04,1716,14,1,-76.0,850.0,2017-06-14,2017-06-14,1753
942,2015-06-21,1021,1,1,-76.0,850.0,2015-06-1,2015-06-1,1039
956,2015-06-18,1018,359,12,-79.0,850.0,2015-06-359,2015-06-359,1036
955,2015-06-17,1017,359,12,-78.0,850.0,2015-06-359,2015-06-359,1035
896,2015-04-22,963,329,11,-71.0,850.0,2015-04-329,2015-04-329,979
282,2013-06-18,308,337,12,-73.0,850.0,2013-06-337,2013-06-337,306
266,2013-06-08,298,331,12,-72.0,850.0,2013-06-331,2013-06-331,296
1635,2017-06-01,1713,12,1,-75.0,850.0,2017-06-12,2017-06-12,1750
900,2015-04-25,966,331,12,-73.0,850.0,2015-04-331,2015-04-331,982
1520,2017-02-05,1600,311,11,-71.0,850.0,2017-02-311,2017-02-311,1634
1524,2017-02-09,1604,313,11,-77.0,850.0,2017-02-313,2017-02-313,1638
1525,2017-02-11,1606,315,11,-75.0,850.0,2017-02-315,2017-02-315,1640
1785,2017-11-05,1866,83,3,-80.0,850.0,2017-11-83,2017-11-83,1907
1516,2017-01-31,1596,309,11,-74.0,850.0,2017-01-309,2017-01-309,1629
492,2014-02-21,549,92,4,-87.0,851.0,2014-02-92,2014-02-92,554
313,2013-07-28,347,358,12,-77.0,851.0,2013-07-358,2013-07-358,346
307,2013-07-21,340,354,12,-76.0,851.0,2013-07-354,2013-07-354,339
309,2013-07-23,342,355,12,-76.0,851.0,2013-07-355,2013-07-355,341
1143,2016-01-03,1212,89,3,-86.0,851.0,2016-01-89,2016-01-89,1235
317,2013-07-25,344,356,12,-77.0,851.0,2013-07-356,2013-07-356,343
1634,2017-06-03,1715,13,1,-77.0,851.0,2017-06-13,2017-06-13,1752
279,2013-06-17,307,336,12,-72.0,851.0,2013-06-336,2013-06-336,305
881,2015-04-04,945,319,11,-72.0,851.0,2015-04-319,2015-04-319,961
957,2015-06-26,1026,3,1,-78.0,851.0,2015-06-3,2015-06-3,1044
943,2015-06-23,1023,2,1,-76.0,851.0,2015-06-2,2015-06-2,1041
945,2015-06-24,1024,2,1,-76.0,851.0,2015-06-2,2015-06-2,1042
958,2015-06-25,1025,3,1,-74.0,851.0,2015-06-3,2015-06-3,1043
884,2015-04-08,949,321,11,-72.0,851.0,2015-04-321,2015-04-321,965
1145,2016-01-04,1213,90,4,-84.0,851.0,2016-01-90,2016-01-90,1236
288,2013-06-26,316,341,12,-74.0,851.0,2013-06-341,2013-06-341,314
1636,2017-06-05,1717,14,1,-76.0,851.0,2017-06-14,2017-06-14,1754
1783,2017-11-04,1865,82,3,-80.0,852.0,2017-11-82,2017-11-82,1906
262,2013-06-04,294,329,11,-72.0,852.0,2013-06-329,2013-06-329,292
286,2013-06-10,300,333,12,-72.0,852.0,2013-06-333,2013-06-333,298
723,2014-10-16,780,215,8,-72.0,852.0,2014-10-215,2014-10-215,791
878,2015-04-03,944,318,11,-70.0,852.0,2015-04-318,2015-04-318,960
491,2014-02-20,548,91,4,-86.0,852.0,2014-02-91,2014-02-91,553
1637,2017-06-06,1718,15,1,-77.0,852.0,2017-06-15,2017-06-15,1755
253,2013-05-25,285,324,11,-70.0,852.0,2013-05-324,2013-05-324,282
276,2013-06-11,301,333,12,-73.0,852.0,2013-06-333,2013-06-333,299
302,2013-07-16,335,352,12,-76.0,852.0,2013-07-352,2013-07-352,334
16,2012-11-29,112,215,8,-65.0,852.0,2012-11-215,2012-11-215,105
1782,2017-11-03,1864,82,3,-82.0,852.0,2017-11-82,2017-11-82,1905
1521,2017-02-07,1602,312,11,-77.0,852.0,2017-02-312,2017-02-312,1636
1513,2017-01-28,1593,307,11,-72.0,852.0,2017-01-307,2017-01-307,1626
301,2013-07-15,334,351,12,-74.0,852.0,2013-07-351,2013-07-351,333
1512,2017-01-26,1591,306,11,-73.0,852.0,2017-01-306,2017-01-306,1624
305,2013-07-17,336,352,12,-76.0,852.0,2013-07-352,2013-07-352,335
310,2013-07-22,341,355,12,-77.0,852.0,2013-07-355,2013-07-355,340
944,2015-06-22,1022,1,1,-75.0,852.0,2015-06-1,2015-06-1,1040
316,2013-07-30,349,359,12,-75.0,852.0,2013-07-359,2013-07-359,348
1641,2017-06-09,1721,16,1,-76.0,852.0,2017-06-16,2017-06-16,1758
312,2013-07-26,345,357,12,-77.0,853.0,2013-07-357,2013-07-357,344
488,2014-02-19,547,91,4,-85.0,853.0,2014-02-91,2014-02-91,552
882,2015-04-06,947,320,11,-70.0,853.0,2015-04-320,2015-04-320,963
727,2014-10-19,783,216,8,-69.0,853.0,2014-10-216,2014-10-216,794
259,2013-06-01,291,327,11,-70.0,853.0,2013-06-327,2013-06-327,289
318,2013-07-31,350,359,12,-76.0,853.0,2013-07-359,2013-07-359,349
320,2013-08-01,351,0,1,-75.0,853.0,2013-08-0,2013-08-0,350
314,2013-07-27,346,357,12,-76.0,853.0,2013-07-357,2013-07-357,345
304,2013-07-18,337,353,12,-75.0,853.0,2013-07-353,2013-07-353,336
1639,2017-06-07,1719,15,1,-77.0,853.0,2017-06-15,2017-06-15,1756
260,2013-06-02,292,328,11,-71.0,853.0,2013-06-328,2013-06-328,290
1781,2017-11-02,1863,81,3,-80.0,853.0,2017-11-81,2017-11-81,1904
1142,2016-01-02,1211,89,3,-83.0,853.0,2016-01-89,2016-01-89,1234
1522,2017-02-06,1601,312,11,-71.0,853.0,2017-02-312,2017-02-312,1635
1638,2017-06-08,1720,16,1,-76.0,853.0,2017-06-16,2017-06-16,1757
263,2013-06-05,295,330,12,-71.0,853.0,2013-06-330,2013-06-330,293
960,2015-06-28,1028,4,1,-75.0,853.0,2015-06-4,2015-06-4,1046
258,2013-05-31,290,327,11,-71.0,853.0,2013-05-327,2013-05-327,288
1518,2017-02-04,1599,310,11,-72.0,853.0,2017-02-310,2017-02-310,1633
1777,2017-11-01,1862,81,3,-81.0,854.0,2017-11-81,2017-11-81,1903
962,2015-07-02,1032,6,1,-74.0,854.0,2015-07-6,2015-07-6,1050
257,2013-05-30,289,326,11,-71.0,854.0,2013-05-326,2013-05-326,287
724,2014-10-18,782,216,8,-71.0,854.0,2014-10-216,2014-10-216,793
1374,2016-09-08,1454,218,8,-69.0,854.0,2016-09-218,2016-09-218,1484
963,2015-07-01,1031,6,1,-76.0,854.0,2015-07-6,2015-07-6,1049
319,2013-08-02,352,0,1,-77.0,854.0,2013-08-0,2013-08-0,351
883,2015-04-07,948,321,11,-73.0,854.0,2015-04-321,2015-04-321,964
254,2013-05-26,286,325,11,-71.0,854.0,2013-05-325,2013-05-325,283
1642,2017-06-11,1723,17,1,-76.0,854.0,2017-06-17,2017-06-17,1760
1640,2017-06-10,1722,17,1,-77.0,854.0,2017-06-17,2017-06-17,1759
251,2013-05-23,283,323,11,-68.0,854.0,2013-05-323,2013-05-323,280
1140,2016-01-01,1210,88,3,-85.0,854.0,2016-01-88,2016-01-88,1233
877,2015-04-02,943,318,11,-73.0,854.0,2015-04-318,2015-04-318,959
252,2013-05-24,284,323,11,-71.0,854.0,2013-05-323,2013-05-323,281
256,2013-05-29,288,326,11,-69.0,854.0,2013-05-326,2013-05-326,286
1517,2017-02-01,1597,309,11,-73.0,855.0,2017-02-309,2017-02-309,1630
489,2014-02-18,546,91,4,-85.0,855.0,2014-02-91,2014-02-91,551
961,2015-06-30,1030,5,1,-77.0,855.0,2015-06-5,2015-06-5,1048
246,2013-05-18,278,320,11,-67.0,855.0,2013-05-320,2013-05-320,275
323,2013-08-03,353,1,1,-75.0,855.0,2013-08-1,2013-08-1,352
1515,2017-01-30,1595,308,11,-71.0,855.0,2017-01-308,2017-01-308,1628
249,2013-05-21,281,322,11,-68.0,855.0,2013-05-322,2013-05-322,278
1141,2015-12-31,1209,88,3,-85.0,855.0,2015-12-88,2015-12-88,1232
1645,2017-06-14,1726,19,1,-76.0,855.0,2017-06-19,2017-06-19,1763
1647,2017-06-15,1727,19,1,-75.0,855.0,2017-06-19,2017-06-19,1764
1648,2017-06-16,1728,20,1,-76.0,855.0,2017-06-20,2017-06-20,1765
1780,2017-10-31,1861,81,3,-79.0,855.0,2017-10-81,2017-10-81,1902
1514,2017-01-29,1594,307,11,-74.0,855.0,2017-01-307,2017-01-307,1627
247,2013-05-19,279,321,11,-68.0,856.0,2013-05-321,2013-05-321,276
250,2013-05-22,282,322,11,-72.0,856.0,2013-05-322,2013-05-322,279
965,2015-07-03,1033,7,1,-77.0,856.0,2015-07-7,2015-07-7,1051
255,2013-05-27,287,325,11,-72.0,856.0,2013-05-325,2013-05-325,284
959,2015-06-29,1029,5,1,-75.0,856.0,2015-06-5,2015-06-5,1047
248,2013-05-20,280,321,11,-69.0,856.0,2013-05-321,2013-05-321,277
324,2013-08-06,356,2,1,-77.0,856.0,2013-08-2,2013-08-2,355
968,2015-07-07,1037,9,1,-80.0,856.0,2015-07-9,2015-07-9,1055
967,2015-07-06,1036,8,1,-76.0,856.0,2015-07-8,2015-07-8,1054
1643,2017-06-12,1724,18,1,-77.0,856.0,2017-06-18,2017-06-18,1761
490,2014-02-17,545,90,4,-85.0,856.0,2014-02-90,2014-02-90,550
966,2015-07-05,1035,8,1,-77.0,857.0,2015-07-8,2015-07-8,1053
726,2014-10-20,784,217,8,-69.0,857.0,2014-10-217,2014-10-217,795
19,2012-12-02,115,217,8,-66.0,857.0,2012-12-217,2012-12-217,108
1775,2017-10-28,1858,79,3,-81.0,857.0,2017-10-79,2017-10-79,1899
1779,2017-10-29,1859,80,3,-79.0,857.0,2017-10-80,2017-10-80,1900
1778,2017-10-30,1860,80,3,-80.0,857.0,2017-10-80,2017-10-80,1901
487,2014-02-16,544,90,4,-86.0,857.0,2014-02-90,2014-02-90,549
325,2013-08-07,357,3,1,-76.0,857.0,2013-08-3,2013-08-3,356
18,2012-12-01,114,216,8,-69.0,857.0,2012-12-216,2012-12-216,107
322,2013-08-04,354,1,1,-75.0,857.0,2013-08-1,2013-08-1,353
970,2015-07-09,1039,10,1,-77.0,857.0,2015-07-10,2015-07-10,1057
875,2015-03-30,941,317,11,-74.0,857.0,2015-03-317,2015-03-317,956
1139,2015-12-30,1208,88,3,-85.0,857.0,2015-12-88,2015-12-88,1231
1511,2017-01-27,1592,306,11,-71.0,857.0,2017-01-306,2017-01-306,1625
1649,2017-06-19,1731,21,1,-78.0,857.0,2017-06-21,2017-06-21,1768
245,2013-05-17,277,319,11,-69.0,857.0,2013-05-319,2013-05-319,274
